name,price,quality,category
Game2713,1860,58,Aventura
Game2714,6678,97,RPG
Game2715,23503,57,Estrategia
Game2716,22135,82,Deportes
Game2717,42102,86,Puzzle
Game2718,9802,31,Acción
Game2719,11431,6,Aventura
Game2720,43250,71,RPG
Game2721,24645,9,Puzzle
Game2722,31124,48,Puzzle
Game2723,40223,70,Estrategia
Game2724,12971,28,Estrategia
Game2725,24303,100,Puzzle
Game2726,5141,17,Estrategia
Game2727,15659,95,Acción
Game2728,42612,97,Puzzle
Game2729,40831,4,RPG
Game2730,28763,65,RPG
Game2731,7373,30,Puzzle
Game2732,29289,24,Aventura
Game2733,49395,55,Acción
Game2734,25728,0,Deportes
Game2735,35469,53,Puzzle
Game2736,8135,100,Puzzle
Game2737,12325,15,RPG
Game2738,14069,9,Aventura
Game2739,24999,38,RPG
Game2740,22259,92,Estrategia
Game2741,26431,100,Aventura
Game2742,27540,20,Puzzle
Game2743,3914,7,RPG
Game2744,39890,11,RPG
Game2745,42463,33,Deportes
Game2746,38184,71,RPG
Game2747,37481,69,Puzzle
Game2748,2761,84,Acción
Game2749,22851,13,RPG
Game2750,20994,32,Aventura
Game2751,3682,40,Acción
Game2752,9273,93,Puzzle
Game2753,24566,16,Aventura
Game2754,3681,75,RPG
Game2755,25315,15,Puzzle
Game2756,7552,25,Puzzle
Game2757,23137,45,Estrategia
Game2758,44438,79,Deportes
Game2759,44468,0,RPG
Game2760,42982,42,Estrategia
Game2761,42182,79,Puzzle
Game2762,17259,61,Aventura
Game2763,19799,77,Estrategia
Game2764,47483,85,Deportes
Game2765,32926,83,Estrategia
Game2766,35047,86,Aventura
Game2767,43076,87,Estrategia
Game2768,7986,50,Puzzle
Game2769,35291,20,Aventura
Game2770,36488,31,Puzzle
Game2771,26329,87,Puzzle
Game2772,25540,42,Deportes
Game2773,26976,83,Deportes
Game2774,24020,20,Puzzle
Game2775,38710,33,RPG
Game2776,46668,25,Deportes
Game2777,21365,68,Puzzle
Game2778,29988,59,Deportes
Game2779,15166,82,Estrategia
Game2780,18210,20,Aventura
Game2781,3375,79,Deportes
Game2782,39863,12,Aventura
Game2783,689,1,Aventura
Game2784,45566,74,Estrategia
Game2785,7396,26,Estrategia
Game2786,25832,16,Estrategia
Game2787,8414,92,RPG
Game2788,6963,16,RPG
Game2789,40501,51,Puzzle
Game2790,21524,74,Estrategia
Game2791,46253,51,Estrategia
Game2792,18718,69,Acción
Game2793,48637,92,Puzzle
Game2794,46115,2,Deportes
Game2795,11683,54,RPG
Game2796,48146,100,Puzzle
Game2797,10046,4,Aventura
Game2798,29801,55,Deportes
Game2799,39222,68,Estrategia
Game2800,19433,83,Deportes
Game2801,1076,57,Aventura
Game2802,25330,23,Estrategia
Game2803,11032,68,Acción
Game2804,42321,34,RPG
Game2805,19113,68,RPG
Game2806,44447,34,Aventura
Game2807,26216,43,Aventura
Game2808,29897,40,Aventura
Game2809,41888,65,Deportes
Game2810,13991,3,Puzzle
Game2811,13307,34,Acción
Game2812,5406,17,Aventura
Game2813,3366,20,RPG
Game2814,35382,50,Aventura
Game2815,30673,90,Puzzle
Game2816,17262,7,Aventura
Game2817,8651,94,RPG
Game2818,19812,9,Deportes
Game2819,4347,33,Deportes
Game2820,26033,18,Aventura
Game2821,5735,23,Estrategia
Game2822,1307,95,Puzzle
Game2823,22194,93,Acción
Game2824,6791,49,Estrategia
Game2825,41008,66,Puzzle
Game2826,30144,23,Aventura
Game2827,16219,8,Acción
Game2828,33466,23,RPG
Game2829,16624,2,Deportes
Game2830,43124,66,Deportes
Game2831,13375,41,Deportes
Game2832,34681,56,Estrategia
Game2833,33819,75,Acción
Game2834,28383,24,RPG
Game2835,5503,23,Estrategia
Game2836,5990,40,Deportes
Game2837,3127,5,Aventura
Game2838,3152,53,Estrategia
Game2839,11931,64,RPG
Game2840,26709,58,Acción
Game2841,16717,96,Puzzle
Game2842,37581,52,Estrategia
Game2843,27099,72,Estrategia
Game2844,30634,1,Aventura
Game2845,46885,58,Puzzle
Game2846,45579,94,RPG
Game2847,24558,1,RPG
Game2848,42229,47,Acción
Game2849,33702,49,Estrategia
Game2850,5937,44,Deportes
Game2851,45479,7,Aventura
Game2852,44725,42,Acción
Game2853,2355,76,Deportes
Game2854,44999,66,Aventura
Game2855,48,41,RPG
Game2856,17742,5,RPG
Game2857,11786,9,Acción
Game2858,15517,26,Acción
Game2859,22238,66,Aventura
Game2860,27840,56,Acción
Game2861,31662,24,Puzzle
Game2862,18482,89,Acción
Game2863,2139,32,Puzzle
Game2864,9262,100,RPG
Game2865,12349,23,RPG
Game2866,35003,34,Acción
Game2867,37306,83,Puzzle
Game2868,14607,62,Aventura
Game2869,44229,66,Aventura
Game2870,15621,2,RPG
Game2871,16669,57,Estrategia
Game2872,8701,9,Puzzle
Game2873,46296,21,Estrategia
Game2874,47905,86,RPG
Game2875,39690,87,Deportes
Game2876,37712,90,Acción
Game2877,9734,21,Aventura
Game2878,6386,35,RPG
Game2879,38612,48,Acción
Game2880,35711,68,Aventura
Game2881,26850,43,RPG
Game2882,37020,52,Puzzle
Game2883,8782,17,Deportes
Game2884,12554,95,Aventura
Game2885,5798,76,Acción
Game2886,3,27,Aventura
Game2887,41201,37,Aventura
Game2888,33855,34,Estrategia
Game2889,43304,34,Puzzle
Game2890,24327,55,RPG
Game2891,31686,23,Estrategia
Game2892,41455,26,Aventura
Game2893,246,82,Aventura
Game2894,18097,75,Puzzle
Game2895,26342,8,Aventura
Game2896,28627,2,Puzzle
Game2897,23015,34,Estrategia
Game2898,2147,57,RPG
Game2899,10519,53,Deportes
Game2900,4697,30,Puzzle
Game2901,47855,5,Deportes
Game2902,17513,36,Estrategia
Game2903,40489,85,RPG
Game2904,9805,47,Aventura
Game2905,15693,95,RPG
Game2906,49631,84,Aventura
Game2907,25782,51,Deportes
Game2908,38702,54,Acción
Game2909,16792,81,RPG
Game2910,7942,2,RPG
Game2911,16127,20,Deportes
Game2912,14359,99,Acción
Game2913,13339,55,Aventura
Game2914,12320,29,Deportes
Game2915,16891,31,Puzzle
Game2916,43726,38,Estrategia
Game2917,39115,79,Aventura
Game2918,31805,68,Deportes
Game2919,13266,83,Deportes
Game2920,453,2,Puzzle
Game2921,44134,21,RPG
Game2922,48889,93,Deportes
Game2923,48415,78,Deportes
Game2924,3603,80,Puzzle
Game2925,39604,60,Aventura
Game2926,4251,2,Aventura
Game2927,1917,92,Puzzle
Game2928,14165,86,RPG
Game2929,29954,40,Puzzle
Game2930,40915,45,Aventura
Game2931,23455,63,Aventura
Game2932,32270,56,RPG
Game2933,17538,52,RPG
Game2934,21127,37,Acción
Game2935,24779,44,Estrategia
Game2936,10961,85,Estrategia
Game2937,47031,87,Aventura
Game2938,47508,18,Deportes
Game2939,32904,92,Aventura
Game2940,25439,89,RPG
Game2941,19780,89,Deportes
Game2942,14517,1,Deportes
Game2943,92,81,Deportes
Game2944,35130,67,Acción
Game2945,19661,74,RPG
Game2946,34874,90,Acción
Game2947,23210,27,Deportes
Game2948,28460,46,Aventura
Game2949,19262,62,Puzzle
Game2950,34016,80,Deportes
Game2951,29776,89,Acción
Game2952,16605,38,Deportes
Game2953,43104,22,Aventura
Game2954,32895,52,Acción
Game2955,24678,95,Estrategia
Game2956,14152,22,Puzzle
Game2957,48738,89,Aventura
Game2958,31549,61,Puzzle
Game2959,7898,44,Deportes
Game2960,25872,89,RPG
Game2961,4637,10,Acción
Game2962,21782,3,RPG
Game2963,45760,70,Acción
Game2964,46300,100,Acción
Game2965,48808,81,Estrategia
Game2966,12765,9,Deportes
Game2967,11471,46,Deportes
Game2968,15860,64,Estrategia
Game2969,37683,14,Deportes
Game2970,47003,89,Acción
Game2971,48559,47,Estrategia
Game2972,23599,17,RPG
Game2973,7704,91,Estrategia
Game2974,27290,45,Aventura
Game2975,16661,57,Acción
Game2976,27219,99,RPG
Game2977,3284,12,Acción
Game2978,32005,4,Estrategia
Game2979,42072,24,Acción
Game2980,35985,45,Aventura
Game2981,6875,18,Puzzle
Game2982,30423,73,Aventura
Game2983,21765,45,Aventura
Game2984,30578,73,Aventura
Game2985,7906,41,Acción
Game2986,32182,94,Estrategia
Game2987,6215,20,Aventura
Game2988,282,68,Acción
Game2989,39550,46,RPG
Game2990,28419,89,Estrategia
Game2991,25386,87,Puzzle
Game2992,5391,70,Puzzle
Game2993,8370,58,Estrategia
Game2994,27768,94,Aventura
Game2995,4230,27,Acción
Game2996,37662,52,Puzzle
Game2997,3791,39,Deportes
Game2998,21173,44,Aventura
Game2999,47825,58,Acción
Game3000,19027,62,Aventura
Game3001,20381,23,Aventura
Game3002,8928,44,Puzzle
Game3003,46916,11,RPG
Game3004,49355,0,Acción
Game3005,49615,89,Puzzle
Game3006,29936,68,Puzzle
Game3007,39495,52,Deportes
Game3008,26159,54,Deportes
Game3009,43371,90,Aventura
Game3010,974,93,Aventura
Game3011,27409,32,RPG
Game3012,37495,89,Puzzle
Game3013,45695,48,Estrategia
Game3014,38847,13,Acción
Game3015,45647,54,Deportes
Game3016,39425,53,RPG
Game3017,4967,77,Aventura
Game3018,15177,21,RPG
Game3019,18701,30,Puzzle
Game3020,21253,7,Estrategia
Game3021,33155,61,Deportes
Game3022,21321,37,Puzzle
Game3023,2810,57,Puzzle
Game3024,47471,59,Deportes
Game3025,431,26,Acción
Game3026,6165,20,Deportes
Game3027,13533,22,Acción
Game3028,46880,38,Puzzle
Game3029,40067,98,Deportes
Game3030,11485,30,Acción
Game3031,5645,60,RPG
Game3032,30377,62,Deportes
Game3033,40849,82,Estrategia
Game3034,8368,81,RPG
Game3035,4086,89,RPG
Game3036,45037,54,Acción
Game3037,32613,67,Deportes
Game3038,43428,86,Aventura
Game3039,45967,84,Aventura
Game3040,31770,74,RPG
Game3041,39983,86,RPG
Game3042,35103,64,Acción
Game3043,12832,63,Puzzle
Game3044,17948,82,Puzzle
Game3045,37237,75,Aventura
Game3046,9701,38,Acción
Game3047,37432,96,Estrategia
Game3048,41430,47,Acción
Game3049,34860,51,Estrategia
Game3050,24725,27,Estrategia
Game3051,35492,22,Aventura
Game3052,46678,82,Estrategia
Game3053,28638,57,Aventura
Game3054,48203,66,Deportes
Game3055,39316,86,Puzzle
Game3056,11788,16,RPG
Game3057,48221,53,Aventura
Game3058,1851,1,Estrategia
Game3059,30127,22,Puzzle
Game3060,13694,37,Deportes
Game3061,37518,57,Estrategia
Game3062,31055,57,RPG
Game3063,42287,67,Estrategia
Game3064,39284,72,Estrategia
Game3065,42890,98,RPG
Game3066,15830,72,Deportes
Game3067,8350,32,Acción
Game3068,47267,32,RPG
Game3069,21495,34,Estrategia
Game3070,28099,53,Deportes
Game3071,19639,82,RPG
Game3072,37456,85,Estrategia
Game3073,24268,26,Estrategia
Game3074,25991,22,Puzzle
Game3075,17521,82,Deportes
Game3076,38635,7,Deportes
Game3077,6057,67,Aventura
Game3078,11891,77,Puzzle
Game3079,5134,94,Estrategia
Game3080,41741,36,RPG
Game3081,38845,62,Deportes
Game3082,15125,94,Puzzle
Game3083,37673,83,RPG
Game3084,1063,77,Deportes
Game3085,7130,15,Acción
Game3086,18436,26,Estrategia
Game3087,13653,70,Estrategia
Game3088,31425,53,Estrategia
Game3089,13995,11,Puzzle
Game3090,23747,40,Estrategia
Game3091,2027,73,Aventura
Game3092,34485,83,Deportes
Game3093,43918,60,Acción
Game3094,49032,50,Puzzle
Game3095,13523,90,Acción
Game3096,23485,62,Acción
Game3097,3702,1,Aventura
Game3098,943,54,Puzzle
Game3099,41803,0,Acción
Game3100,36919,22,Deportes
Game3101,25264,72,Estrategia
Game3102,13159,56,RPG
Game3103,42732,17,Acción
Game3104,17004,71,Estrategia
Game3105,10781,72,Deportes
Game3106,12543,44,Estrategia
Game3107,47169,18,Puzzle
Game3108,43312,0,Aventura
Game3109,2152,9,RPG
Game3110,7894,80,Puzzle
Game3111,48331,33,Estrategia
Game3112,45457,10,Acción
Game3113,2022,59,Aventura
Game3114,47717,58,Estrategia
Game3115,38104,90,Deportes
Game3116,11734,23,Puzzle
Game3117,5491,55,Aventura
Game3118,23634,42,Puzzle
Game3119,30234,6,Deportes
Game3120,27131,54,Aventura
Game3121,9956,93,Aventura
Game3122,41931,50,Puzzle
Game3123,40811,36,RPG
Game3124,13407,53,Deportes
Game3125,34847,85,RPG
Game3126,48772,98,RPG
Game3127,8069,70,Acción
Game3128,44675,55,Acción
Game3129,42047,22,Puzzle
Game3130,39190,94,Aventura
Game3131,38711,90,Puzzle
Game3132,3319,99,Estrategia
Game3133,3532,23,RPG
Game3134,41725,32,Acción
Game3135,19451,81,Estrategia
Game3136,46251,54,Puzzle
Game3137,46336,12,RPG
Game3138,37861,91,Acción
Game3139,44380,67,RPG
Game3140,46871,93,Acción
Game3141,25709,82,Deportes
Game3142,7930,47,Acción
Game3143,1453,22,Deportes
Game3144,2015,85,RPG
Game3145,42082,80,Acción
Game3146,45330,31,Puzzle
Game3147,30476,24,Aventura
Game3148,7614,14,Acción
Game3149,40725,26,Puzzle
Game3150,31424,77,Puzzle
Game3151,27037,6,Puzzle
Game3152,1878,57,Puzzle
Game3153,29923,69,Deportes
Game3154,19774,21,Acción
Game3155,8667,40,Aventura
Game3156,20442,66,Deportes
Game3157,30715,27,Acción
Game3158,29391,19,Acción
Game3159,35857,22,RPG
Game3160,38928,38,Aventura
Game3161,44898,77,Puzzle
Game3162,25783,42,Aventura
Game3163,29742,90,Deportes
Game3164,23918,66,Aventura
Game3165,31671,25,Deportes
Game3166,5873,80,Deportes
Game3167,23886,93,Deportes
Game3168,18728,7,Acción
Game3169,12607,57,Puzzle
Game3170,21189,63,RPG
Game3171,32237,2,RPG
Game3172,32972,36,Deportes
Game3173,19812,88,Aventura
Game3174,18971,70,Deportes
Game3175,4222,74,Estrategia
Game3176,41746,83,Puzzle
Game3177,27374,29,Acción
Game3178,41751,38,Deportes
Game3179,4258,98,Acción
Game3180,7867,35,Puzzle
Game3181,6828,90,RPG
Game3182,12809,35,Puzzle
Game3183,17996,66,Deportes
Game3184,7549,6,Deportes
Game3185,14789,96,RPG
Game3186,23897,71,Puzzle
Game3187,24856,9,Puzzle
Game3188,9505,44,Puzzle
Game3189,5168,67,RPG
Game3190,24629,17,Deportes
Game3191,23507,39,Puzzle
Game3192,26513,86,Estrategia
Game3193,17882,33,Aventura
Game3194,9871,26,Estrategia
Game3195,49405,14,RPG
Game3196,42793,23,RPG
Game3197,19374,45,Deportes
Game3198,975,6,Aventura
Game3199,27843,43,RPG
Game3200,28880,94,RPG
Game3201,29991,28,Aventura
Game3202,37706,14,RPG
Game3203,9217,47,Aventura
Game3204,35163,68,Puzzle
Game3205,7513,61,Estrategia
Game3206,17188,35,Aventura
Game3207,26636,23,Estrategia
Game3208,8071,39,Acción
Game3209,32454,100,Aventura
Game3210,37232,90,Acción
Game3211,15461,4,Aventura
Game3212,40330,72,Acción
Game3213,37781,16,Estrategia
Game3214,16954,88,RPG
Game3215,45329,4,Aventura
Game3216,26525,67,Puzzle
Game3217,48310,93,Estrategia
Game3218,3751,94,Estrategia
Game3219,3550,1,Deportes
Game3220,10767,77,Aventura
Game3221,3417,97,Aventura
Game3222,19217,77,Estrategia
Game3223,7879,10,Acción
Game3224,35729,19,Acción
Game3225,49477,32,Deportes
Game3226,346,44,Aventura
Game3227,30288,88,Deportes
Game3228,10850,44,Deportes
Game3229,39852,63,Deportes
Game3230,36419,70,Puzzle
Game3231,17700,84,Deportes
Game3232,48319,49,RPG
Game3233,29684,98,Estrategia
Game3234,29744,87,RPG
Game3235,19971,29,Puzzle
Game3236,42369,47,Puzzle
Game3237,27673,21,RPG
Game3238,771,49,Puzzle
Game3239,23938,40,Puzzle
Game3240,33754,71,Acción
Game3241,4710,94,Acción
Game3242,48074,43,Aventura
Game3243,26130,93,RPG
Game3244,2629,99,Acción
Game3245,27563,94,RPG
Game3246,34272,85,RPG
Game3247,20138,87,Aventura
Game3248,6210,36,RPG
Game3249,32914,6,RPG
Game3250,49012,38,Deportes
Game3251,15816,97,Deportes
Game3252,32099,46,Puzzle
Game3253,36546,22,Estrategia
Game3254,46081,42,RPG
Game3255,23305,77,Puzzle
Game3256,45181,94,Aventura
Game3257,4669,46,Aventura
Game3258,12114,80,Puzzle
Game3259,5794,71,Puzzle
Game3260,30519,15,RPG
Game3261,12445,97,Puzzle
Game3262,29129,6,Acción
Game3263,28623,79,Deportes
Game3264,2352,67,Aventura
Game3265,11601,46,Acción
Game3266,25844,60,Deportes
Game3267,11104,24,Aventura
Game3268,7992,40,Acción
Game3269,11391,97,Acción
Game3270,771,50,Puzzle
Game3271,28827,70,Acción
Game3272,15623,72,Puzzle
Game3273,1178,26,Estrategia
Game3274,16017,46,Puzzle
Game3275,13172,5,Estrategia
Game3276,17562,45,RPG
Game3277,28891,24,Puzzle
Game3278,35861,4,Estrategia
Game3279,36465,16,Aventura
Game3280,11287,89,Puzzle
Game3281,28548,42,Deportes
Game3282,1197,54,RPG
Game3283,10962,20,Aventura
Game3284,36598,62,Puzzle
Game3285,32920,41,RPG
Game3286,46447,9,RPG
Game3287,7029,92,Acción
Game3288,3601,94,Aventura
Game3289,12239,57,Aventura
Game3290,29254,68,Aventura
Game3291,36159,17,Puzzle
Game3292,23778,33,RPG
Game3293,28574,95,RPG
Game3294,39004,35,RPG
Game3295,31326,91,Puzzle
Game3296,42384,39,Puzzle
Game3297,34988,67,Puzzle
Game3298,22993,23,Puzzle
Game3299,28227,16,Estrategia
Game3300,29614,10,Aventura
Game3301,47463,42,Estrategia
Game3302,19487,7,Deportes
Game3303,6373,71,Acción
Game3304,45929,69,Deportes
Game3305,6557,92,Deportes
Game3306,41584,84,Deportes
Game3307,48744,65,Aventura
Game3308,15748,13,RPG
Game3309,13696,34,RPG
Game3310,36790,20,Estrategia
Game3311,6324,32,Deportes
Game3312,10681,20,Acción
Game3313,26265,42,Deportes
Game3314,8494,48,Puzzle
Game3315,46617,23,Deportes
Game3316,43717,52,RPG
Game3317,1094,11,Deportes
Game3318,30921,69,Acción
Game3319,41720,46,RPG
Game3320,6473,2,Acción
Game3321,49751,20,Acción
Game3322,46991,43,Deportes
Game3323,28500,24,Estrategia
Game3324,23857,51,Estrategia
Game3325,14746,44,Deportes
Game3326,39050,89,Puzzle
Game3327,4431,15,Puzzle
Game3328,15755,44,Estrategia
Game3329,46751,70,Estrategia
Game3330,46835,43,Deportes
Game3331,16249,50,RPG
Game3332,49598,16,Puzzle
Game3333,33710,26,RPG
Game3334,46068,19,RPG
Game3335,11563,54,Aventura
Game3336,45004,39,Aventura
Game3337,34940,43,Acción
Game3338,44531,41,Estrategia
Game3339,32681,90,Deportes
Game3340,48078,68,Aventura
Game3341,12326,7,Puzzle
Game3342,34783,0,Puzzle
Game3343,39262,73,Puzzle
Game3344,48595,89,Puzzle
Game3345,47421,13,Puzzle
Game3346,49281,97,Estrategia
Game3347,47353,98,Aventura
Game3348,7421,34,Deportes
Game3349,48888,8,Puzzle
Game3350,17929,24,Aventura
Game3351,36316,46,Deportes
Game3352,46432,28,Estrategia
Game3353,4864,34,RPG
Game3354,27739,68,RPG
Game3355,24477,57,Acción
Game3356,6623,7,Aventura
Game3357,5261,82,RPG
Game3358,23645,91,Estrategia
Game3359,25725,83,Estrategia
Game3360,33340,34,RPG
Game3361,26134,51,Deportes
Game3362,39527,100,Deportes
Game3363,28238,92,Puzzle
Game3364,46421,86,Estrategia
Game3365,17326,30,Acción
Game3366,31407,49,RPG
Game3367,46041,12,Deportes
Game3368,48670,55,Puzzle
Game3369,11795,74,Puzzle
Game3370,17431,94,Estrategia
Game3371,10004,29,Deportes
Game3372,20727,79,Aventura
Game3373,26121,23,RPG
Game3374,21804,28,Deportes
Game3375,21818,31,Aventura
Game3376,2146,18,Aventura
Game3377,12204,18,Estrategia
Game3378,37236,92,Estrategia
Game3379,19213,72,Aventura
Game3380,17929,7,Puzzle
Game3381,31258,67,Deportes
Game3382,6780,92,Puzzle
Game3383,29486,48,Deportes
Game3384,38706,8,Deportes
Game3385,16120,97,Estrategia
Game3386,1365,10,Acción
Game3387,18469,95,Estrategia
Game3388,11992,62,RPG
Game3389,35619,88,Estrategia
Game3390,20691,18,Estrategia
Game3391,29827,12,Estrategia
Game3392,32704,41,Puzzle
Game3393,48879,32,Deportes
Game3394,23672,97,Estrategia
Game3395,16444,91,Acción
Game3396,24893,0,Aventura
Game3397,9477,64,RPG
Game3398,25786,3,Aventura
Game3399,49242,89,Estrategia
Game3400,31529,90,Puzzle
Game3401,27086,5,Estrategia
Game3402,37175,90,Deportes
Game3403,45189,0,Aventura
Game3404,12776,37,Estrategia
Game3405,6133,59,Estrategia
Game3406,25769,19,Acción
Game3407,25174,100,RPG
Game3408,3890,40,Acción
Game3409,130,63,RPG
Game3410,7699,33,Aventura
Game3411,28322,20,Acción
Game3412,32389,22,RPG
Game3413,2441,78,Estrategia
Game3414,27151,86,Aventura
Game3415,25755,41,Estrategia
Game3416,21277,49,Puzzle
Game3417,28409,3,Estrategia
Game3418,16938,75,Acción
Game3419,46201,54,RPG
Game3420,5033,26,Aventura
Game3421,12921,8,RPG
Game3422,24598,53,RPG
Game3423,24079,32,Puzzle
Game3424,40899,45,Deportes
Game3425,18661,6,Acción
Game3426,48627,73,RPG
Game3427,37570,80,Deportes
Game3428,33587,91,Aventura
Game3429,30415,63,Puzzle
Game3430,21106,16,Deportes
Game3431,3180,90,Estrategia
Game3432,17722,83,Deportes
Game3433,49465,88,Estrategia
Game3434,2319,85,RPG
Game3435,46919,25,Acción
Game3436,16414,26,RPG
Game3437,6167,23,Puzzle
Game3438,35841,33,Aventura
Game3439,16461,21,Estrategia
Game3440,19183,94,Aventura
Game3441,47162,5,Aventura
Game3442,37513,81,Aventura
Game3443,16211,51,Deportes
Game3444,40765,72,Acción
Game3445,49728,7,Deportes
Game3446,43308,11,Estrategia
Game3447,8957,31,RPG
Game3448,9947,64,Aventura
Game3449,37664,9,Acción
Game3450,18581,81,Puzzle
Game3451,31860,2,Acción
Game3452,27084,9,Acción
Game3453,22378,3,RPG
Game3454,14915,44,RPG
Game3455,48812,19,Aventura
Game3456,15521,21,Deportes
Game3457,17075,80,Acción
Game3458,26403,51,RPG
Game3459,4650,11,Aventura
Game3460,33044,27,RPG
Game3461,20038,83,Aventura
Game3462,45171,32,RPG
Game3463,42698,92,RPG
Game3464,28508,31,Puzzle
Game3465,10655,58,Puzzle
Game3466,30236,9,RPG
Game3467,46774,92,Puzzle
Game3468,10694,60,Aventura
Game3469,15482,32,Acción
Game3470,9746,73,Aventura
Game3471,27194,68,Deportes
Game3472,38436,94,Deportes
Game3473,2097,30,Acción
Game3474,11538,28,Aventura
Game3475,48413,29,Puzzle
Game3476,49021,0,RPG
Game3477,13275,68,Aventura
Game3478,47344,78,Estrategia
Game3479,3777,64,Puzzle
Game3480,48265,16,Puzzle
Game3481,22248,46,Estrategia
Game3482,23747,51,RPG
Game3483,24851,6,RPG
Game3484,37519,26,RPG
Game3485,10818,13,Estrategia
Game3486,49574,30,Deportes
Game3487,29494,6,Deportes
Game3488,821,22,Puzzle
Game3489,40086,82,Acción
Game3490,32645,93,Estrategia
Game3491,16704,26,Acción
Game3492,36459,44,Estrategia
Game3493,8856,65,Puzzle
Game3494,40425,7,Puzzle
Game3495,26544,45,Deportes
Game3496,12,20,Aventura
Game3497,18205,27,Aventura
Game3498,14697,54,RPG
Game3499,12991,36,Deportes
Game3500,21370,81,Deportes
Game3501,33115,38,Acción
Game3502,18439,14,Puzzle
Game3503,43611,62,Estrategia
Game3504,7854,32,Acción
Game3505,33091,47,RPG
Game3506,23579,78,RPG
Game3507,47883,28,Estrategia
Game3508,29281,25,Aventura
Game3509,21191,82,Aventura
Game3510,8087,50,Deportes
Game3511,47316,86,RPG
Game3512,12354,37,Puzzle
Game3513,28975,79,RPG
Game3514,26543,62,Puzzle
Game3515,45985,80,Puzzle
Game3516,9981,84,Deportes
Game3517,7246,97,Puzzle
Game3518,39995,71,Aventura
Game3519,43385,36,Acción
Game3520,14907,78,Puzzle
Game3521,32890,86,Puzzle
Game3522,49092,49,Aventura
Game3523,24321,27,Aventura
Game3524,36692,43,RPG
Game3525,19793,19,Puzzle
Game3526,43808,69,RPG
Game3527,29322,69,Estrategia
Game3528,34966,58,Puzzle
Game3529,8559,82,Puzzle
Game3530,4899,13,Estrategia
Game3531,5582,49,Acción
Game3532,32552,59,Acción
Game3533,40100,2,Acción
Game3534,16187,98,RPG
Game3535,40603,59,Estrategia
Game3536,22232,38,Deportes
Game3537,47228,48,Aventura
Game3538,41279,6,Estrategia
Game3539,46282,9,Deportes
Game3540,36342,15,Puzzle
Game3541,42415,18,Acción
Game3542,29148,23,Deportes
Game3543,8736,14,Acción
Game3544,7763,93,Puzzle
Game3545,9343,58,RPG
Game3546,17941,98,Estrategia
Game3547,21419,61,RPG
Game3548,38449,33,Aventura
Game3549,21336,76,RPG
Game3550,19054,70,Acción
Game3551,41584,22,Acción
Game3552,31872,51,Deportes
Game3553,47722,53,Aventura
Game3554,4764,62,Estrategia
Game3555,18281,65,Puzzle
Game3556,23995,100,RPG
Game3557,523,11,Aventura
Game3558,21188,23,Puzzle
Game3559,31684,88,Deportes
Game3560,31221,29,Estrategia
Game3561,39184,10,RPG
Game3562,16933,56,Puzzle
Game3563,9918,10,Puzzle
Game3564,19963,13,Deportes
Game3565,13315,99,Acción
Game3566,37323,6,RPG
Game3567,30950,66,RPG
Game3568,43663,12,RPG
Game3569,41991,63,RPG
Game3570,3547,0,Puzzle
Game3571,3733,22,Aventura
Game3572,42102,78,Estrategia
Game3573,24063,39,RPG
Game3574,40637,8,Acción
Game3575,36243,71,RPG
Game3576,39464,18,Aventura
Game3577,32421,70,Estrategia
Game3578,33874,29,Acción
Game3579,44268,95,Deportes
Game3580,12250,28,Aventura
Game3581,42510,56,RPG
Game3582,40907,48,Estrategia
Game3583,3833,56,RPG
Game3584,46896,19,Deportes
Game3585,13603,23,Deportes
Game3586,38506,50,Aventura
Game3587,22355,72,Deportes
Game3588,21820,87,Acción
Game3589,33828,42,Estrategia
Game3590,16432,99,Puzzle
Game3591,11274,14,Aventura
Game3592,38598,95,Acción
Game3593,42094,61,Aventura
Game3594,13867,19,Aventura
Game3595,16395,4,Estrategia
Game3596,49536,4,Estrategia
Game3597,35331,45,Deportes
Game3598,31924,43,RPG
Game3599,13816,29,Estrategia
Game3600,14063,52,RPG
Game3601,35185,4,Acción
Game3602,185,10,Puzzle
Game3603,26313,48,Deportes
Game3604,18111,38,Aventura
Game3605,30211,77,Deportes
Game3606,20133,60,Deportes
Game3607,19431,63,RPG
Game3608,41164,25,Aventura
Game3609,44173,86,Aventura
Game3610,1969,0,Acción
Game3611,39377,40,Deportes
Game3612,36417,62,Deportes
Game3613,19772,27,Estrategia
Game3614,7325,29,Deportes
Game3615,31407,17,Estrategia
Game3616,4519,46,Deportes
Game3617,15506,28,Deportes
Game3618,14969,86,Estrategia
Game3619,26444,25,Estrategia
Game3620,29700,32,Deportes
Game3621,13063,54,Aventura
Game3622,6946,61,Estrategia
Game3623,16504,55,Estrategia
Game3624,27093,90,Acción
Game3625,49123,6,Aventura
Game3626,19218,27,Estrategia
Game3627,10323,36,Deportes
Game3628,32209,50,Aventura
Game3629,46833,10,Estrategia
Game3630,44512,97,RPG
Game3631,3949,55,Puzzle
Game3632,8068,11,Acción
Game3633,29590,12,Estrategia
Game3634,49464,35,Acción
Game3635,7681,18,Estrategia
Game3636,23452,63,RPG
Game3637,44072,86,Puzzle
Game3638,48271,61,RPG
Game3639,26138,60,RPG
Game3640,11420,96,Aventura
Game3641,37074,68,Deportes
Game3642,15231,41,Deportes
Game3643,23061,80,Puzzle
Game3644,19123,58,RPG
Game3645,7532,26,Puzzle
